Rank1;Ordinal1;Functional1;gaussian1;categorical1;poisson1
4, 1, 2, 3;2;36.2697236705571:5.47139405202764,23.3983067795634:9.33540154691734,38.3992190938443:4.61811625182414,37.9915016586892:4.81197156301269,26.5628554159775:9.37452487460947,9.73835316253826:3.89931329605018,35.8762199059129:5.64503336140372,34.4068388803862:6.2355380955442,2.89693177910522:1.15820794394944,18.4122765203938:7.34577572089926,24.7346024494618:9.8929712421128,25.768207362853:9.69402240931184,47.5132944760844:0.99042772074864,13.5955138946883:5.44084959367649,8.26440107775852:3.31404424219887,15.1130748796277:6.04830805699295,49.3479715660214:0.268368282463263,12.9171077511273:5.18300306463247,4.90017799893394:1.96917929730849,45.0360239483416:1.97984999552219;-1.06137974655535;2;5
2, 4, 3, 1;4;29.247264272999:1.69117967607214,27.4624930694699:1.00119233700769,32.5423257076181:3.0050752419298,9.49724991805851:6.19017250594657,48.7813130137511:9.50825541205851,34.9205425358377:3.974013620891,29.7953061875887:1.91148668425172,39.0027067041956:5.60476877970572,38.8725209864788:5.53995752248661,31.0146009782329:2.38515336542081,15.2224095305428:3.92975306265959,41.5903130895458:6.63035812450984,29.4510323787108:1.79329528416645,45.1528347912244:8.06112812976911,44.1121872863732:7.6551738190892,29.3614382739179:1.76008558616265,8.90937522053719:6.43358818532476,32.2202626382932:2.88086401780838,16.752849065233:3.31357025722723,28.220885223709:1.28303192416201;0.815820130564605;2;8
4, 3, 2, 1;4;26.4161431114189:0.567396419105295,41.0175887285732:6.39869479535993,14.2091623623855:4.30691289999279,31.837927014567:2.73713554045906,24.6281875297427:0.147962946869143,25.9967284626327:0.405804822082957,47.6640609675087:9.06079458256667,16.6977267246693:3.33647242560844,31.5924012684263:2.63458523990071,37.6552216010168:5.04951859007695,39.6364779910073:5.86708787210838,13.2921809446998:4.68910994023696,21.7835614341311:1.28490251814846,2.10589795606211:9.14496886787689,34.591097489465:3.85066951928474,25.408756302204:0.174800356032251,35.4757877532393:4.19493087747101,40.1027514250018:6.03483157746192,21.2097157840617:1.52628602643079,28.3044791663997:1.31696288182363;-0.402101732601928;1;3
4, 2, 1, 3;4;10.8035025303252:5.69976608446023,48.5445317463018:9.43246963230406,13.1867641932331:4.71903702717096,43.9833852928132:7.59215444955446,48.7585942260921:9.49930904821762,15.3823757893406:3.85255765542042,36.1467364127748:4.46918734623075,16.4894771878608:3.40897963220426,4.22223471105099:8.29136561351842,28.2681520213373:1.30830112393154,17.8450250416063:2.87083120484342,34.3496393761598:3.73815500828283,33.6328680394217:3.45681939703852,16.2821663194336:3.48930898632922,42.6356232841499:7.04904633413525,37.9470355343074:5.17238641353969,36.1058484762907:4.42744495955858,26.6363965463825:0.662229984923806,1.29051660187542:9.50238431594088,12.6192949479446:4.95197236669707;-0.296075439580535;2;5
4, 3, 2, 1;4;12.4167779926211:5.02484959342608,26.486621319782:0.575945769634008,45.5865036812611:8.22928231711379,23.9621872082353:0.409023737427473,37.4824750004336:4.97661104827274,22.9378893156536:0.835957756565085,12.089427630417:5.15932578396635,27.107877493836:0.841911357657764,0.0367516302503645:9.99228982909556,15.3178443899378:3.89948756987498,19.341259507928:2.27112135881442,14.2210108460858:4.29966771708913,13.4480237378739:4.62954088419717,19.8918381938711:2.0529654010661,39.8789791972376:5.95633328294775,37.7646258799359:5.11587722020522,28.9545759791508:1.58607795874749,18.7228760682046:2.51851222973651,31.6121496609412:2.63838752989884,48.5802324488759:9.43504515736028;0.503267572586793;2;6
4, 2, 3, 1;4;37.4870632193051:4.99448278647175,35.9424830065109:4.38734371121973,17.3854830558412:3.0709649853646,40.4203988960944:6.147510072291,3.53644206188619:8.58639869484607,13.6665191384964:4.53848812208069,25.7540919352323:0.29216689680699,26.9577242899686:0.794711597459175,23.6141918692738:0.558475286639861,40.2933501172811:6.1105692859364,46.0571069619618:8.42383965092386,44.0158343175426:7.60724123634982,21.4616350829601:1.43224914366828,46.7703381553292:8.68768437659359,45.9253769367933:8.37813751436093,49.9623610987328:9.97600806667447,30.9076978242956:2.36082968464317,27.4116928223521:0.969783621627616,22.9045865591615:0.841372717726868,29.6531089581549:1.85773278238325;1.49117786258635;3;6
1, 2, 3, 4;1;40.505814703647:3.80145755488686,47.0726626808755:1.17161288181722,42.3887939658016:3.0454333461849,42.4155307933688:3.0312585938022,24.4321063626558:9.77521351129843,9.6087799873203:3.83354918411217,34.713734453544:6.10546314954214,11.5467529278249:4.61786172256742,47.8948915726505:0.841293392791147,27.4086551740766:9.03387455434213,3.72596035012975:1.51404102071779,33.6367568816058:6.52872739249085,49.6809535310604:0.126343877623807,22.6456815958954:9.06488785905565,39.5945548661985:4.15065649649973,39.6933894138783:4.12021094561385,8.15012879902497:3.27350882737935,38.3280933019705:4.66627675958824,15.2480775024742:6.11251906349301,3.71191968442872:1.46801943178002;1.80432941463358;2;10
2, 1, 3, 4;1;22.7910931105725:9.10006324955531,16.4296110859141:6.5627904435518,28.9802187937312:8.40753994590741,16.6848182911053:6.67564913941201,16.5997025556862:6.64067021823102,22.3509569885209:8.94246885611276,40.8179689315148:3.66709293654155,12.5428231665865:5.02683833613255,25.0908593647182:9.96306512598715,6.28875733818859:2.51325785796801,0.420110020786524:0.146560367825832,37.7724159043282:4.8729400783892,23.3288547606207:9.32104037431592,25.6172365392558:9.73264487629554,41.7596703278832:3.30112534502438,19.7050960035995:7.87036025534125,38.9875159249641:4.39393894150843,28.1854090513662:8.71733651548254,37.0933137601241:5.15243527706147,11.188255797606:4.4673346891271;-1.4713572027758;2;7
1, 2, 4, 3;4;8.80638734670356:6.48232517776422,11.0249467077665:5.58978296504448,38.9816266251728:5.60617229270031,32.1603050106205:2.85622347909059,44.0617953427136:7.62212022791336,22.8226231061853:0.884150949801024,27.6583924889565:1.04575737506443,21.9418823486194:1.22428987901162,6.07179972575977:7.56670789774107,2.95771707314998:8.83331656358374,3.98589906981215:8.40146002736777,20.6059640040621:1.75148155894266,14.6495960419998:4.13810539300774,27.8854288975708:1.14975366157783,11.1788704991341:5.514939873701,31.7413405398838:2.70322993191062,30.8113170904107:2.31337664735934,21.249575226102:1.51306964026408,16.4150885189883:3.44718427151778,32.3880433687009:2.96201029435771;-0.768611774154575;4;8
3, 1, 2, 4;1;42.0800021151081:3.16197839153128,12.847077974584:5.15809469274862,29.0151943685487:8.40525354773301,8.32619369029999:3.3452133778142,6.52027600444853:2.61612795640263,3.60183118609712:1.44390436522333,37.4593395506963:5.01128897842545,2.62433121679351:1.04776500142598,9.92717560147867:3.95683571352411,28.4339941339567:8.63246803428541,37.9615079029463:4.80523096343379,32.707156194374:6.91407541809967,42.7335260552354:2.90557698944875,15.6541227595881:6.27716989466871,45.9968075971119:1.59921203012631,21.2141539086588:8.48617614610685,11.6063257213682:4.65889620402134,31.7744687898085:7.29776599259678,45.0642167357728:1.97944274226305,22.688962018583:9.07373472003945;-0.445837508453745;1;7
3, 2, 4, 1;1;24.965788947884:9.98827091397045,31.2078385148197:7.52184167594683,13.3251370862126:5.32997111232043,27.1598294493742:9.13379617762926,7.34043264528736:2.93379435639396,39.018880086951:4.39907593449957,11.0534191248007:4.41953756507135,18.2061929721385:7.2939038323287,37.1016758494079:5.15079203279203,15.0996500509791:6.04604269033576,38.879819936119:4.4546340897743,2.7860916685313:1.10457905175522,22.105566621758:8.84640251365652,27.5190369109623:8.97664748037354,0.361460377462208:0.137112993330065,14.9357286281884:5.98334113365292,15.7370798056945:6.27500515468404,13.9823275269009:5.58984759834414,10.3052686084993:4.12936040500776,6.15250201663002:2.47251627431451;0.0816992940296105;2;3
1, 3, 2, 4;3;31.317612354178:7.47490981713264,42.1457563294098:3.15266456345742,26.3932348345406:9.43288005831957,35.3085202630609:5.87905499705854,48.5767618520185:0.560831743694968,20.9533676854335:8.36616689106926,6.26318807480857:2.50708973160675,49.8339079436846:0.0648947225333863,5.5286827031523:2.20521418770845,6.91389164421707:2.77218415447469,39.5572495297529:4.18217180655205,8.23476418154314:3.31217463654322,39.0729982056655:4.366975542442,17.7402309607714:7.11217645395774,31.3441249541938:7.45888989429914,11.8194013717584:4.7212049421077,16.9635557918809:6.79027366404794,10.1579825975932:4.05600392577275,30.6840112782083:7.72148056460221,42.5664648530073:2.96976549810586;-1.64605853725891;?;12
4, 3, 2, 1;4;7.70093332976103:6.91704959897125,2.30102707864717:9.07297464831758,19.4438690785319:2.22369663054508,45.9792749607004:8.39219870170851,2.10606964537874:9.15545905065933,16.2705912720412:3.50549186696425,16.2364714662544:3.48323873818349,21.3338928879239:1.46564928756522,16.9966424349695:3.19888522437684,18.7750755110756:2.49714741564318,25.1213341485709:-0.0355521352187702,2.93410301674157:8.83112630304895,36.1806025612168:4.47143939750936,42.1459757373668:6.88090668706178,42.926371016074:7.16091827601976,22.315197926946:1.07383758436782,33.137884887401:3.2469288557284,16.7939857696183:3.30018183043605,44.0738513716497:7.62236556825745,11.7515914491378:5.28204691233874;-0.367591675721074;3;6
1, 4, 2, 3;2;44.3460757029243:7.72657509025236,49.1817653994076:9.6853242938873,15.2353890938684:3.90612973897045,48.5583103611134:9.42577146569961,7.46690902160481:7.03392537420855,6.23898822814226:7.50432180722067,43.970186857041:7.57426704061418,1.49444340495393:9.43002087294111,43.1668436387554:7.24836747662427,49.673298757989:9.88970432310575,49.7931192745455:9.92641641652384,17.4095948925242:3.00944444516279,20.1305086025968:1.95337952993675,41.6334330569953:6.66202518434917,17.0294606476091:3.19120332788826,41.5478577720933:6.62366249530233,10.9109843033366:5.64272047383754,6.0059295152314:7.58350602296333,17.8300024010241:2.8622237756897,11.3249234389514:5.46752132885893;0.450903746831564;4;12
4, 3, 1, 2;4;16.274482011795:3.48478280258624,16.1966229672544:3.51867523726434,12.1831291937269:5.12671557950999,23.2399676227942:0.673162348112661,14.7158069186844:4.10581797011801,12.3864257475361:5.03582603066309,3.97745629306883:8.41265678815473,48.3165984973311:9.32000518071089,28.151738573797:1.25644126662763,46.8397480552085:8.73197058169856,49.115449108649:9.63086658352785,14.1457454301417:4.34749981589407,48.875695571769:9.55864085200762,32.8250220278278:3.11080062500465,5.71335431886837:7.72384185552584,18.5373093001544:2.56513116569645,0.592106732074171:9.76167823359087,8.43292321078479:6.63243030928734,21.2739083566703:1.48639188314874,18.0928248097189:2.7549619558517;?;3;4
3, 2, 4, 1;4;10.5467805406079:5.78660146671215,12.4501848826185:5.02417439089164,12.523297755979:5.01103760787446,48.2720252592117:9.32737888714864,38.3192432229407:5.33420365897125,31.3239908311516:2.53266609070895,39.2016417114064:5.67437894510158,6.07859549345449:7.57882625986077,2.19690564554185:9.12154066738135,15.2663842658512:3.90192724390383,22.774767386727:0.900572554057754,27.7685801498592:1.10093638057725,47.4386973539367:8.97724749342236,18.0740101495758:2.76742540856923,14.6297047031112:4.1624611442565,48.6134365084581:9.43597514609321,3.58666243264452:8.56874852947948,40.2458151453175:6.09144430760041,37.8530209767632:5.1368452381073,33.5731524392031:3.41107481573713;-0.801276802362459;2;6
1, 2, 4, 3;1;11.3696123240516:4.55595913371459,30.5327692884021:7.78368722880251,33.4624973475002:6.61612545398384,43.3999738888815:2.64064593124604,13.3170028100722:5.32960338950719,17.3457988654263:6.94264689941865,9.38183994730935:3.74948501872525,32.6623844797723:6.93971269091223,25.8349272306077:9.67573706546888,13.5095289442688:5.41990262273726,48.3881523716263:0.633444339792888,4.29427996277809:1.71961610393062,18.8174047623761:7.52914138573122,16.3485183031298:6.52769852185091,42.3212791676633:3.07522792749004,15.207453223411:6.09114304761348,38.873895839788:4.45325005337797,45.0950346654281:1.96547441713304,17.9854781948961:7.20039958139963,9.04266531579196:3.61657844026848;?;2;6
1, 4, 2, 3;3;18.423075566534:7.36323988608665,1.89557450357825:0.773501677275832,32.0211614831351:7.20409276558359,39.567110571079:4.16104456464302,17.9704354261048:7.1889859282163,40.4596404754557:3.80767845641723,32.7055881265551:6.93233878433498,7.65079910634086:3.06079398548925,40.7177522778511:3.70141118287496,18.6683871783316:7.46037018968291,33.8287422782741:6.46724578458063,43.7915846938267:2.45620651008233,33.420212182682:6.65137780842975,30.1735393702984:7.92409572383384,3.8930167676881:1.56583277831694,35.4247917188331:5.82663532739617,4.84453717945144:1.94160596403314,22.3118257126771:8.90476191908735,3.38883462827653:1.35485628544307,15.1924956589937:6.07067573396487;1.06268162582479;?;4
4, 3, 2, 1;4;39.6749678417109:5.87644640215982,16.3996060960926:3.44955299000091,29.9158655339852:1.95962772468956,37.6493564923294:5.05679451983626,7.42964372038841:7.04635687836114,4.58662078017369:8.16924455034129,7.66370082274079:6.92855543715696,9.62233789032325:6.14795459019836,45.1702489284799:8.06629881066116,35.1107197930105:4.0422619457469,11.5617795614526:5.38597997093644,4.80000415118411:8.09545768340534,21.5718860854395:1.37237258029283,37.214174552355:4.8850291013112,7.58600061526522:6.98067390357386,27.0371832652017:0.818661035151895,31.3542912714183:2.55021268311861,40.62160566682:6.25530977202896,36.5905318642035:4.64073246964364,14.3139286316:4.26113966501256;1.07640856595781;1;5
3, 2, 1, 4;4;10.7545850565657:5.69799840493921,37.0882744784467:4.83956059181747,42.2483412083238:6.91063150165757,11.3606935250573:5.43275500243452,22.0758567331359:1.16614122746828,34.2710595694371:3.7220874526604,25.8288604672998:0.333679520662259,33.002648584079:3.21710113547085,2.14223187649623:9.12310177803772,19.7894523618743:2.07977769677645,13.1132840877399:4.7433291119847,34.0932327671908:3.63359635198712,30.9432367561385:2.36066639568039,34.3668048037216:3.75690279544946,34.2706785304472:3.70839578617714,39.7470824304037:5.9007360530154,43.0462824064307:7.20135848088438,4.36570637393743:8.24865716492397,17.772024020087:2.88291296753868,4.44094795966521:8.22279396596467;-1.02348873855554;4;3
4, 1, 3, 2;4;5.77757501741871:7.69910802368882,7.10187624208629:7.15912956158396,9.80557543225586:6.0698099213775,24.4638563483022:0.223404891178168,47.8248415281996:9.13251030673547,47.6103716297075:9.05122658495088,4.85196858644485:8.04332672782987,35.0294238887727:4.02236402872086,38.6955192661844:5.49114719877391,32.7673983061686:3.11678471985907,3.82099617272615:8.46013039087588,19.6330415899865:2.14288073438432,7.89555761730298:6.85209302198346,31.481172144413:2.60777085902905,46.1109271389432:8.44924314062777,13.0795991746709:4.77382531519788,10.2798285428435:5.90427853295882,25.6180953467265:0.258264954872933,1.07280426891521:9.55020161352858,18.2519869878888:2.71775932393418;0.183971251157049;4;5
1, 2, 4, 3;?;1.81100477930158:0.733959164635782,22.561671724543:9.01569937095156,25.8574169827625:9.64683355201793,12.1658484567888:4.85627803934089,9.56801029387861:3.82889371348031,47.8765463805757:0.829761155765397,19.3308826419525:7.75432829871673,45.3074622550048:1.87142929930389,22.7613284485415:9.11041845087343,11.0257460386492:4.41967656966642,34.2726539936848:6.2929146410955,39.7908684564754:4.08121448546897,2.96911468030885:1.18914711096941,29.5944286859594:8.1626477831708,25.5653072963469:9.77546896493559,41.31651641801:3.46886469893049,42.7632074221037:2.91154437209901,19.1118954797275:7.64240868246038,41.7630185373127:3.29297860768544,22.7178622386418:9.08232615541422;1.39347841742987;4;?
4, 3, 1, 2;?;7.4027385096997:7.04657881811354,41.2238988559693:6.48722804332908,29.7872070688754:1.90374646589926,38.050463271793:5.22750946976426,17.8846562514082:2.84271624714938,16.1227494478226:3.5418155560151,27.9608841752633:1.17231177398972,7.7396698994562:6.91143937858896,5.83780745510012:7.66926211881569,31.4901171252131:2.60239779016379,43.1888541555963:7.26255677183474,17.1184274367988:3.15966057963983,40.7213423517533:6.28753138556673,47.5150980986655:9.01427400923166,49.5893510757014:9.83875647983438,38.8959361240268:5.57059857857065,39.1448040027171:5.65665553210918,39.709903835319:5.87106361402325,21.2978893774562:1.485012547355,23.7936245161109:0.481049447842835;2.04828287167622;3;4
2, 4, 3, 1;4;15.0315683335066:3.99141329849336,46.7628980753943:8.6846000407253,45.1341357431374:8.06365599089024,42.7859552786686:7.13817029884635,33.1971796462312:3.27357910727312,18.8596457010135:2.45662884184169,42.1747324289754:6.86733173727728,36.2731145462021:4.51233831185845,48.2869720086455:9.31707073304806,5.56478375801817:7.78256182545507,0.86614927276969:9.65886742258171,30.9574037557468:2.39888943025341,5.09122596122324:7.96875488824447,38.6638180352747:5.44073155075222,47.3273274605162:8.91709312591001,6.94479400990531:7.22826723148845,30.0465592765249:2.01971489051769,22.5141620379873:0.999857174277845,35.1015522959642:4.03620428864007,22.95847638743:0.820579385397989;?;3;9
2, 3, 4, 1;4;27.6208760216832:1.03818486061943,5.00353296520188:8.00992824516661,43.8100618426688:7.51079098660929,13.5122258681804:4.57644013419281,26.1994372587651:0.479329373308258,30.9271433157846:2.38854200353851,30.6049959850498:2.24519535965843,31.414124101866:2.57082893636728,13.7624859809875:4.4901594348966,11.7849498754367:5.28141014594322,0.544351385906339:9.80397681826999,18.6269752681255:2.53770827693575,1.59799496177584:9.35368196051709,48.9612061413936:9.58242448808982,48.0404270929284:9.22799447660512,5.06811664672568:7.96352489690617,2.72287795087323:8.92283582264102,30.3899207036011:2.14948390126023,45.9214159054682:8.35985543187194,49.1812255466357:9.68750552367191;-0.297802414389257;1;6
4, 2, 3, 1;4;30.1162318908609:2.05301539325751,48.2652831706218:9.28952053531721,4.13581553148106:8.34953717640088,23.8474773708731:0.466678576214175,4.57683783024549:8.16230961800876,13.1850126432255:4.71994262763129,4.68916237587109:8.1249692567961,44.7389831882901:7.89818416496533,27.9035697923973:1.16679441947731,23.1400690274313:0.743528331363902,34.7660691128112:3.91174426608912,13.6066826875322:4.55365143835959,17.6865709130652:2.91580918149874,46.5438934392296:8.62973152708023,35.0497642764822:4.03614135543621,19.7026074398309:2.11477555481295,41.9788762694225:6.79635769041993,31.9713918957859:2.79623068640749,4.93630197597668:8.03602401901486,30.7603009510785:2.31323091198221;-0.179053349269136;4;6
3, 1, 4, 2;4;16.5178606519476:3.38821830438826,40.2260024333373:6.09274332465269,17.97640461009:2.81222205205334,16.8575078132562:3.25950983108358,29.1620911681093:1.67025115724341,45.3841023263521:8.15526530188785,17.3390470677987:3.06200555325881,3.37970902910456:8.62767619891021,12.4250110937282:5.02684923326845,5.18779716221616:7.91246071348775,15.1994867250323:3.92501651511727,22.8100110311061:0.860213515219819,29.6009303536266:1.83482872143748,16.0171060240828:3.5910679148841,33.5423186421394:3.41916894239829,20.0047360965982:1.9916126856284,19.6735463221557:2.13262421358573,21.0310528404079:1.59757264201026,15.2608845499344:3.8864018756531,15.3930239961483:3.8290018971241;0.0949302112124979;3;5
3, 4, 2, 1;4;41.6033301968127:6.63012538034616,45.1305498485453:8.05603244677603,44.9735961970873:7.99664806288512,30.9547387179919:2.38289910346551,7.91320742573589:6.82428674054515,48.9324908121489:9.56490997340448,34.1526068281382:3.66727941015453,43.8484311918728:7.53338884094733,38.4168716031127:5.35486628938821,27.4448456708342:0.977787021450406,46.3993476703763:8.55742245435518,37.7281282795593:5.08635845702165,23.6814060830511:0.53556892212347,22.9955615010113:0.800982855833145,24.8743829433806:-0.037056940453266,42.3606647877023:6.93969386834074,44.0435479511507:7.61073372101839,44.2631437443197:7.70512263322263,38.225095148664:5.29166423002193,12.8004211816005:4.88013793249598;-0.548538976097757;2;8
3, 4, 2, 1;4;11.6153765120544:5.36615296768175,26.4726102468558:0.586355179246291,44.4416893646121:7.78871921504509,34.2494871933013:3.69554988911103,38.6518267099746:5.44736066795084,22.9321319493465:0.80702440066178,1.28761661471799:9.48542072339903,47.4527732818387:8.98158654507489,36.8925371672958:4.76543477120086,7.38971455721185:7.03381253466019,30.6554801878519:2.25657441487478,47.1018067444675:8.83278829592458,45.2406769967638:8.07946654918543,17.8957034368068:2.8392534131796,28.2866871566512:1.3145983914559,36.2695607240312:4.51956464774121,11.6406816523522:5.3688292607059,15.7286211266182:3.70508261346309,43.5163964983076:7.38903181338653,37.0337506989017:4.79385718996705;0.474246294656219;3;4
4, 3, 2, 1;4;27.6156941545196:1.03606796856678,36.3733594305813:4.55385582487762,4.43842547247186:8.22220200644437,6.02108798921108:7.59783132550187,5.00516763422638:8.01134854721431,41.8893249356188:6.7402150026357,47.6633811020292:9.08067803509232,17.9188495501876:2.832460578909,3.29394907457754:8.68159731681093,49.4457887718454:9.78447840303915,14.5962702226825:4.17623715063403,13.0729709402658:4.78090860443041,11.82787733851:5.25472234485125,40.6087289913557:6.24871692880586,36.8328060256317:4.72801318924957,30.0769333727658:2.02690009421646,11.8650761782192:5.25860959777518,23.8622349686921:0.450129615881676,4.57882789196447:8.15927389803538,28.7903959164396:1.5175877335882;-0.591446516879533;2;4
2, 1, 4, 3;2;46.0475737811066:8.41120515197895,45.4834584495984:8.20044548338203,18.3915374334902:2.62639234667684,47.1788192284293:8.88734587826325,28.268146130722:1.29484477808291,37.3276038793847:4.91890647520667,23.4071087907068:0.635708084666411,21.3301148614846:1.4442776930607,22.3238614737056:1.07513411301568,48.7939638318494:9.52055417285266,1.18890176527202:9.51702022485963,7.84770371392369:6.87029314472056,17.4641026300378:3.00843261601523,47.8476333199069:9.1422312328586,28.9441772736609:1.56924530454805,31.0590754961595:2.42294367682882,23.6750935786404:0.549242772801813,10.6254635378718:5.75537587236022,44.6361441747285:7.85031395619339,22.6035757455975:0.955273895526668;-2.20060145839875;1;6
1, 2, 3, 4;1;36.86265432043:5.23871741354013,46.9329802785069:1.22798495792234,16.9399257749319:6.76097822285147,21.6080193524249:8.65399528419064,17.4060864257626:6.97712253146457,46.8286057352088:1.28274439251082,18.848390947096:7.51933947882097,40.9609980066307:3.62343948048933,20.9727884153835:8.3704315814553,6.66105372365564:2.65938331874456,49.0507462876849:0.389021785697947,17.7803397062235:7.11775868320045,49.0431154728867:0.370478940226471,11.2044570269063:4.47893445409364,28.6664381041192:8.52405995030921,20.9721687366255:8.38319982637393,10.8130824519321:4.32188021646056,33.5159595939331:6.58838184391607,21.0992007283494:8.43027173381769,3.46351144835353:1.37991166439307;0.447673092875931;4;5
3, 4, 2, 1;2;43.9960726187564:7.60977858641693,2.93405425036326:8.8310102502541,20.93147886917:1.61475186191466,15.6720015220344:3.74497436684876,41.3634599884972:6.55332099817939,47.1085140481591:8.86654581431341,18.0344910710119:2.78711844091881,2.20526966731995:9.13483810774978,45.3300267457962:8.11570204640037,9.33837059419602:6.25422956221566,37.4542691162787:4.97653229098794,14.5302014541812:4.17265388062023,38.4204327128828:5.38260989684605,45.1211532228626:8.04387143959055,33.9466450503096:3.57441377861128,21.865657705348:1.25161864106403,47.5008066161536:8.98838264557517,32.9050451517105:3.16586095988362,29.2316500213929:1.69925844865286,3.41327738715336:8.63080136723088;-0.545987866797743;1;4
2, 1, 3, 4;1;26.3128300197423:9.4687261733724,17.5280682160519:7.01498441925539,12.853128509596:5.14559565767812,21.7231532908045:8.68981520910167,21.1982011795044:8.47585871903596,26.2274788459763:9.516716682398,43.661831098143:2.52484678420243,0.99849320249632:0.411294161446802,37.952290836256:4.8099418532359,5.33277860376984:2.11501367935801,20.4271048074588:8.16423448799873,24.2680205381475:9.69906816726687,4.13698720512912:1.66768315545805,37.0529782492667:5.18669264517033,49.5301505899988:0.191319297213837,22.4060256732628:8.96020606991498,17.9479223792441:7.15644514795293,37.8181625739671:4.86530080558278,36.10627054004:5.56030112094571,31.4841926796362:7.39779321521276;0.599590137235946;1;5
3, 2, 4, 1;4;14.6041159634478:4.15209444164215,33.6469924310222:3.4599561501971,25.2820284455083:0.115430709951173,19.9914524098858:1.99480796034123,32.8537555527873:3.13189696513641,36.6222240962088:4.67197999242535,9.4074358814396:6.2244853410271,7.64872611034662:6.92923146438437,11.8739049183205:5.25634461597493,8.46996253821999:6.61759465436387,27.2776725119911:0.916805974940691,49.2136890534312:9.67015636816534,49.3820264935493:9.72709373930278,3.61675129970536:8.54992475770967,33.8268670602702:3.55139698120075,9.62675068294629:6.14928041126698,43.2690855581313:7.31488085646442,26.6427884111181:0.649330928793972,20.14685429167:1.9538469805837,40.0367004331201:6.02390855450304;-1.28174939104171;4;7
4, 3, 2, 1;4;10.3058963315561:5.88313158902636,7.33018926111981:7.0699362955805,4.33116345666349:8.27825669895536,22.200227889698:1.12235740650573,29.67120683752:1.87694380907117,23.1610739603639:0.723564143162798,29.8776659066789:1.95582424802195,20.5303273512982:1.7867239971662,24.4990192004479:0.1961296503464,3.77090567490086:8.48360104833767,28.718665370252:1.47377328062767,20.8508792333305:1.654527963179,38.5974782519042:5.44532093774859,31.5710084163584:2.63692211686056,2.68123345449567:8.93922255219485,20.0803403626196:1.9586400712696,14.7894988651387:4.08837205321233,32.9607943771407:3.18474361827038,9.28262580418959:6.29331455276304,17.3164960113354:3.06593554731483;0.949432433327304;?;9
4, 3, 2, 1;4;3.49481097655371:8.58746735057002,18.9289731672034:2.44089876853995,47.1390753868036:8.87742334623963,33.7018464226276:3.46897452024467,9.62828121846542:6.14085007893235,9.30143041769043:6.29237580907761,26.3075854862109:0.52303373742245,48.5666984226555:9.41069745812245,31.1471229302697:2.45666541151133,37.7400119439699:5.08066423178458,45.833088667132:8.33832331065407,16.9719663681462:3.21154358563507,14.246722671669:4.30312982106106,35.0855245138519:4.05103622808512,5.33104643691331:7.86861624683688,35.7515082811005:4.30698095091142,14.8396122618578:4.06445632579914,2.19372628489509:9.12062163358917,27.9230514192022:1.17226743222951,6.19367125909775:7.51542853577044;-0.3429736311453;2;7
4, 3, 2, 1;4;21.1501997197047:1.54756525486728,30.1058510318398:2.04291316109422,6.63898328784853:7.33842562092565,37.9716359893791:5.18134822803842,21.0401127580553:1.58698508762308,36.2931355135515:4.51858746370977,20.0330941821449:1.98058274157922,43.0067440262064:7.20897156659325,18.5291098547168:2.60738524322852,16.5261192480102:3.37610530280265,28.7389565608464:1.4993171478997,3.77876560669392:8.48694701118652,49.3861594703048:9.75626097135778,34.2925221426412:3.70334519070987,43.1791207171045:7.26982412896229,13.1286271731369:4.75109495963465,37.5336996163242:5.0161588073693,6.23210013145581:7.50846772969421,13.4040021221153:4.63252866168244,9.57144706044346:6.17075144766551;0.457743240458352;1;4
4, 3, 2, 1;4;37.9265172407031:5.17528582279781,24.6969279949553:0.104594626121858,10.7954644947313:5.67714801723361,14.0875474433415:4.34492446927235,22.7862103143707:0.883822410904253,49.9297798145562:9.95458023550501,46.7867874889635:8.72067982648348,6.25258621294051:7.50337185173052,24.9769354239106:0.015439458096771,0.831591186579317:9.67044690615326,9.90813637617975:6.04417793018056,43.9361428492703:7.57310556395642,21.0076840477996:1.5935265605162,37.3549959971569:4.94651642007381,3.26632284559309:8.69531648060605,13.641704316251:4.54924264726059,11.2257873057388:5.51192040063918,30.4090969380923:2.15667563620331,49.1014735773206:9.6300640471423,16.5151423192583:3.41965473324582;-2.06342410041804;3;4
1, 4, 3, 2;4;1.84853886021301:9.26898702093735,29.2298073414713:1.69415238697142,36.8811343447305:4.75261274074907,36.4122733473778:4.5604323194065,11.4641915075481:5.4242372720111,28.9717358537018:1.5865001581327,24.7947647585534:-0.0621385647189701,9.22888680361211:6.31713097552224,40.5157794943079:6.21303272171398,49.482520762831:9.80611014409793,20.6074117100798:1.75041389541046,2.61497179744765:8.95985843427087,14.4048683112487:4.23260080864052,35.0887592416257:4.05889460225216,25.4480228526518:0.197999354295112,27.0341145806015:0.793898459502884,5.89487364050001:7.63169452948431,40.7234319369309:6.30273500149128,33.2833920256235:3.32611723491721,14.3211792572401:4.27093850966223;-2.04571194722165;3;6
